park,year,word,counts,part_of_speech
Bryce Canyon National Park,2012,unseen,1,ADJ
Bryce Canyon National Park,2012,unusual,2,ADJ
Bryce Canyon National Park,2012,usa,2,INTJ
Bryce Canyon National Park,2012,utah,5,ADJ
Bryce Canyon National Park,2012,utterly,1,ADV
Bryce Canyon National Park,2012,vacation,1,NOUN
Bryce Canyon National Park,2012,view,1,NOUN
Bryce Canyon National Park,2012,views,18,NOUN
Bryce Canyon National Park,2012,visit,5,VERB
Bryce Canyon National Park,2012,visited,1,VERB
Bryce Canyon National Park,2012,visiting,1,VERB
Bryce Canyon National Park,2012,vista,1,NOUN
Bryce Canyon National Park,2012,vistas,1,NOUN
Bryce Canyon National Park,2012,wahw,1,NOUN
Bryce Canyon National Park,2012,walk,3,VERB
Bryce Canyon National Park,2012,way,1,NOUN
Bryce Canyon National Park,2012,west,1,NOUN
Bryce Canyon National Park,2012,western,1,ADJ
Bryce Canyon National Park,2012,winter,3,NOUN
Bryce Canyon National Park,2012,wonder,2,NOUN
Bryce Canyon National Park,2012,wonderful,6,ADJ
Bryce Canyon National Park,2012,wonderfull,1,ADJ
Bryce Canyon National Park,2012,wonderfully,1,ADV
Bryce Canyon National Park,2012,wonderland,1,INTJ
Bryce Canyon National Park,2012,wonders,2,NOUN
Bryce Canyon National Park,2012,woo,1,X
Bryce Canyon National Park,2012,world,1,NOUN
Bryce Canyon National Park,2012,worth,4,ADJ
Bryce Canyon National Park,2012,wow,7,INTJ
Bryce Canyon National Park,2012,zion,3,NOUN
Bryce Canyon National Park,2013,8th,1,ADJ
Bryce Canyon National Park,2013,abound,1,VERB
Bryce Canyon National Park,2013,absolute,1,ADJ
Bryce Canyon National Park,2013,absolutely,7,ADV
Bryce Canyon National Park,2013,accessible,3,ADJ
Bryce Canyon National Park,2013,add,1,VERB
Bryce Canyon National Park,2013,adventure,1,NOUN
Bryce Canyon National Park,2013,adventures,1,NOUN
Bryce Canyon National Park,2013,advneture,1,NOUN
Bryce Canyon National Park,2013,age,1,NOUN
Bryce Canyon National Park,2013,ages,2,NOUN
Bryce Canyon National Park,2013,ahhhh,1,VERB
Bryce Canyon National Park,2013,allow,1,VERB
Bryce Canyon National Park,2013,altitude,1,NOUN
Bryce Canyon National Park,2013,amaaaziiing,1,VERB
Bryce Canyon National Park,2013,amaxing,1,VERB
Bryce Canyon National Park,2013,amazing,42,ADJ
Bryce Canyon National Park,2013,amazinggggggggg,1,NOUN
Bryce Canyon National Park,2013,amazingly,1,ADV
Bryce Canyon National Park,2013,america,1,NOUN
Bryce Canyon National Park,2013,american,1,ADJ
Bryce Canyon National Park,2013,appreciate,1,VERB
Bryce Canyon National Park,2013,aptly,1,ADV
Bryce Canyon National Park,2013,area,1,NOUN
Bryce Canyon National Park,2013,astonishing,1,ADJ
Bryce Canyon National Park,2013,astounding,1,ADJ
Bryce Canyon National Park,2013,attraction,1,NOUN
Bryce Canyon National Park,2013,away,1,ADV
Bryce Canyon National Park,2013,awe,5,NOUN
Bryce Canyon National Park,2013,awesome,17,ADJ
Bryce Canyon National Park,2013,awesome-,1,X
Bryce Canyon National Park,2013,awsome,2,VERB
Bryce Canyon National Park,2013,azure,1,NOUN
Bryce Canyon National Park,2013,bad,2,ADJ
Bryce Canyon National Park,2013,beat,1,VERB
Bryce Canyon National Park,2013,beautiful,57,ADJ
Bryce Canyon National Park,2013,beautiful-,1,X
Bryce Canyon National Park,2013,beauty,16,NOUN
Bryce Canyon National Park,2013,belief,1,NOUN
Bryce Canyon National Park,2013,believe,4,VERB
Bryce Canyon National Park,2013,best,9,ADJ
Bryce Canyon National Park,2013,better,6,ADV
Bryce Canyon National Park,2013,bicycle,1,NOUN
Bryce Canyon National Park,2013,bizarre,1,ADJ
Bryce Canyon National Park,2013,blue,1,ADJ
Bryce Canyon National Park,2013,bodies,1,NOUN
Bryce Canyon National Park,2013,boggling,1,VERB
Bryce Canyon National Park,2013,boo,1,VERB
Bryce Canyon National Park,2013,book,1,NOUN
Bryce Canyon National Park,2013,bothering,1,VERB
Bryce Canyon National Park,2013,bounty,1,NOUN
Bryce Canyon National Park,2013,breath,8,NOUN
Bryce Canyon National Park,2013,breathless,1,NOUN
Bryce Canyon National Park,2013,breathtaking,12,NOUN
Bryce Canyon National Park,2013,brilliant,1,ADJ
Bryce Canyon National Park,2013,bring,1,VERB
Bryce Canyon National Park,2013,bryce,60,NOUN
Bryce Canyon National Park,2013,bryces,1,NOUN
Bryce Canyon National Park,2013,bucket,6,NOUN
Bryce Canyon National Park,2013,built,1,VERB
Bryce Canyon National Park,2013,busy,1,ADJ
Bryce Canyon National Park,2013,cabins,1,NOUN
Bryce Canyon National Park,2013,camera,2,NOUN
Bryce Canyon National Park,2013,camping,2,NOUN
Bryce Canyon National Park,2013,candy,1,NOUN
Bryce Canyon National Park,2013,canyon,60,NOUN
Bryce Canyon National Park,2013,canyons,1,NOUN
Bryce Canyon National Park,2013,capped,1,VERB
Bryce Canyon National Park,2013,car,1,NOUN
Bryce Canyon National Park,2013,castles,1,NOUN
Bryce Canyon National Park,2013,cathedrals,1,NOUN
Bryce Canyon National Park,2013,caveats,1,NOUN
Bryce Canyon National Park,2013,ceases,1,VERB
Bryce Canyon National Park,2013,changing,1,VERB
Bryce Canyon National Park,2013,chimneys,1,NOUN
Bryce Canyon National Park,2013,choice,1,NOUN
Bryce Canyon National Park,2013,class,1,NOUN
Bryce Canyon National Park,2013,clear,1,ADJ
Bryce Canyon National Park,2013,clearly,2,ADV
Bryce Canyon National Park,2013,closed,1,VERB
Bryce Canyon National Park,2013,cold,1,ADJ
Bryce Canyon National Park,2013,color,2,NOUN
Bryce Canyon National Park,2013,colors,2,NOUN
Bryce Canyon National Park,2013,colours,1,NOUN
Bryce Canyon National Park,2013,come,1,VERB
Bryce Canyon National Park,2013,constant,1,ADJ
Bryce Canyon National Park,2013,contrast,1,NOUN
Bryce Canyon National Park,2013,cool,3,ADJ
Bryce Canyon National Park,2013,country,1,NOUN
Bryce Canyon National Park,2013,course,1,NOUN
Bryce Canyon National Park,2013,created,1,VERB
Bryce Canyon National Park,2013,creation,1,NOUN
Bryce Canyon National Park,2013,crowds,2,NOUN
Bryce Canyon National Park,2013,culpture,1,NOUN
Bryce Canyon National Park,2013,cuts,1,NOUN
Bryce Canyon National Park,2013,cycling,1,NOUN
Bryce Canyon National Park,2013,dangerous,1,ADJ
Bryce Canyon National Park,2013,dawn,1,NOUN
Bryce Canyon National Park,2013,day,7,NOUN
Bryce Canyon National Park,2013,days,1,NOUN
Bryce Canyon National Park,2013,describe,3,VERB
Bryce Canyon National Park,2013,destination,1,NOUN
Bryce Canyon National Park,2013,detours,1,NOUN
Bryce Canyon National Park,2013,different,3,ADJ
Bryce Canyon National Park,2013,difficult,1,ADJ
Bryce Canyon National Park,2013,discovered,1,VERB
Bryce Canyon National Park,2013,dream,1,NOUN
Bryce Canyon National Park,2013,drip,1,NOUN
Bryce Canyon National Park,2013,drive,3,VERB
Bryce Canyon National Park,2013,driving,1,VERB
Bryce Canyon National Park,2013,dropping,1,VERB
Bryce Canyon National Park,2013,droppingly,1,ADV
Bryce Canyon National Park,2013,early,1,ADV
Bryce Canyon National Park,2013,earth,2,NOUN
Bryce Canyon National Park,2013,easy,3,ADJ
Bryce Canyon National Park,2013,edge,1,NOUN
Bryce Canyon National Park,2013,elements,1,NOUN
Bryce Canyon National Park,2013,elevation,1,NOUN
Bryce Canyon National Park,2013,enchanting,1,VERB
Bryce Canyon National Park,2013,especially,1,ADV
Bryce Canyon National Park,2013,excellent,3,ADJ
Bryce Canyon National Park,2013,exceptional,2,ADJ
Bryce Canyon National Park,2013,exhilarating,1,VERB
Bryce Canyon National Park,2013,expectations,1,NOUN
Bryce Canyon National Park,2013,expected,2,VERB
Bryce Canyon National Park,2013,experience,5,NOUN
Bryce Canyon National Park,2013,explore,1,VERB
Bryce Canyon National Park,2013,extra,1,ADJ
Bryce Canyon National Park,2013,extraordinary,1,ADJ
Bryce Canyon National Park,2013,eyes,3,NOUN
Bryce Canyon National Park,2013,fabulous,1,ADJ
Bryce Canyon National Park,2013,factor,1,NOUN
Bryce Canyon National Park,2013,fairy,1,NOUN
Bryce Canyon National Park,2013,fairyland,1,NOUN
Bryce Canyon National Park,2013,fairytale,1,NOUN
Bryce Canyon National Park,2013,fall,1,VERB
Bryce Canyon National Park,2013,falls,1,VERB
Bryce Canyon National Park,2013,familiar,1,ADJ
Bryce Canyon National Park,2013,family,2,NOUN
Bryce Canyon National Park,2013,fantastic,6,ADJ
Bryce Canyon National Park,2013,fantastically,1,ADV
Bryce Canyon National Park,2013,fascinating,3,ADJ
Bryce Canyon National Park,2013,favorite,10,ADJ
Bryce Canyon National Park,2013,favourite,1,ADJ
Bryce Canyon National Park,2013,feast,1,NOUN
Bryce Canyon National Park,2013,feature,1,NOUN
Bryce Canyon National Park,2013,feel,1,VERB
Bryce Canyon National Park,2013,finally,1,ADV
Bryce Canyon National Park,2013,finest,2,ADJ
Bryce Canyon National Park,2013,fondest,1,ADJ
Bryce Canyon National Park,2013,forget,1,VERB
Bryce Canyon National Park,2013,formations,9,NOUN
Bryce Canyon National Park,2013,friendly,1,ADJ
Bryce Canyon National Park,2013,frosting,1,VERB
Bryce Canyon National Park,2013,fun,1,NOUN
Bryce Canyon National Park,2013,galore,1,NOUN
Bryce Canyon National Park,2013,garden,1,VERB
Bryce Canyon National Park,2013,gem,2,NOUN
Bryce Canyon National Park,2013,geologic,1,VERB
Bryce Canyon National Park,2013,geological,1,ADJ
